4.77E-06,1.67E-06,4.05E-06,,4.33922E-06,1.28746E-06,4.05312E-06
4.29E-06,1.43E-06,4.29E-06,,8.96454E-06,3.62396E-06,9.10759E-06
4.05E-06,1.19E-06,3.81E-06,,1.58787E-05,9.63211E-06,1.73092E-05
4.53E-06,1.19E-06,4.05E-06,,2.16007E-05,2.09808E-05,2.7132E-05
4.05E-06,9.54E-07,4.05E-06,,2.87533E-05,2.16007E-05,3.19004E-05
8.82E-06,3.81E-06,9.06E-06,,3.57151E-05,3.25203E-05,4.60148E-05
9.06E-06,3.58E-06,9.54E-06,,5.35965E-05,5.64098E-05,6.97136E-05
8.82E-06,3.58E-06,8.82E-06,,4.89712E-05,5.09262E-05,6.49452E-05
9.06E-06,3.58E-06,8.58E-06,,7.54833E-05,9.52721E-05,0.000115347
9.06E-06,3.58E-06,9.54E-06,,0.000111866,0.000141239,0.000124216
1.65E-05,9.06E-06,1.96E-05,,0.00013299,0.000156641,0.000131416
1.76E-05,1.19E-05,1.81E-05,,0.000443792,0.000319052,0.000223827
1.22E-05,6.44E-06,1.57E-05,,0.000194263,0.000233507,0.000169945
1.76E-05,1.17E-05,1.74E-05,,0.000248861,0.00022707,0.000173664
1.55E-05,9.06E-06,1.57E-05,,0.000204229,0.000363684,0.000246716
1.96E-05,2.03E-05,3.31E-05,,0.000356054,0.000565052,0.000344801
2.88E-05,4.27E-05,3.10E-05,,0.000434589,0.000542116,0.00028739
1.60E-05,9.06E-06,2.03E-05,,0.000353622,0.000569963,0.00029788
2.53E-05,2.17E-05,3.36E-05,,0.00071516,0.001191092,0.000552702
1.84E-05,1.12E-05,1.76E-05,,0.000776339,0.001277828,0.000497007
1.81E-05,1.31E-05,2.29E-05,,0.000967789,0.001177406,0.000502491
2.12E-05,1.43E-05,2.22E-05,,0.000993109,0.001688671,0.000583458
3.65E-05,2.53E-05,3.98E-05,,0.001095867,0.00130477,0.000482416
2.74E-05,1.93E-05,2.91E-05,,0.001171589,0.002059174,0.000697851
4.05E-05,3.60E-05,4.55E-05,,0.00167799,0.002830505,0.000836229
4.36E-05,3.81E-05,5.39E-05,,0.001578474,0.004510832,0.001208544
4.96E-05,5.56E-05,6.60E-05,,0.000696039,0.001194334,0.000464058
2.55E-05,2.53E-05,3.60E-05,,0.001155996,0.002825975,0.000820398
3.50E-05,2.53E-05,4.60E-05,,0.005118942,0.003371572,0.000943089
2.48E-05,1.84E-05,2.81E-05,,0.002897358,0.005347586,0.001292658
6.68E-05,5.89E-05,7.30E-05,,0.002052212,0.005143642,0.001145077
7.49E-05,7.63E-05,7.46E-05,,0.001609945,0.003756428,0.001054049
4.27E-05,4.41E-05,5.48E-05,,0.003099489,0.006802654,0.001320744
4.84E-05,7.39E-05,9.01E-05,,0.002689219,0.008483315,0.001767492
3.53E-05,2.88E-05,5.60E-05,,0.003798628,0.009155703,0.001837444
4.15E-05,3.84E-05,5.63E-05,,0.003195381,0.007431459,0.001409197
4.24E-05,3.65E-05,6.22E-05,,0.00518713,0.004931498,0.001094246
5.13E-05,5.29E-05,6.03E-05,,0.003975105,0.010697699,0.001831102
3.46E-05,3.93E-05,5.22E-05,,0.00381217,0.011821365,0.001939583
7.51E-05,8.75E-05,9.37E-05,,0.00310626,0.010572147,0.001936865
8.44E-05,6.18E-05,7.13E-05,,0.003243113,0.01521492,0.002296782
5.77E-05,0.000106573,0.000194311,,0.007025146,0.016843748,0.002595329
5.36E-05,5.20E-05,5.63E-05,,0.010316181,0.021077251,0.002664423
9.13E-05,0.000128984,0.000142574,,0.012096548,0.026280689,0.003077888
9.04E-05,0.000127077,0.000112295,,0.012940836,0.031096649,0.003725243
0.000250101,0.000240803,0.000195742,,0.018748522,0.027921486,0.003169346
0.00010252,0.000121832,0.000120401,,0.009148836,0.031682968,0.003780842
7.34E-05,8.85E-05,9.37E-05,,0.016380739,0.03534193,0.003962612
5.36E-05,6.87E-05,8.73E-05,,0.014045382,0.03621459,0.004353428
7.96E-05,0.000186443,0.000123978,,,,
0.000143766,0.000195742,0.00014019,,,,
9.20E-05,0.000118017,9.25E-05,,,,
6.46E-05,6.87E-05,8.51E-05,,,,
6.77E-05,9.58E-05,8.75E-05,,,,
0.000296831,0.000304937,0.00025177,,,,
0.000169277,0.000475168,0.000240803,,,,
6.41E-05,7.58E-05,9.06E-05,,,,
0.00019145,0.000258684,0.000257254,,,,
0.000206947,0.000300646,0.000213146,,,,
0.001587152,0.000484943,0.000317335,,,,
0.000104189,0.000139475,0.000111818,,,,
0.000146866,0.000181437,0.000170946,,,,
0.000281572,0.000221968,0.000150442,,,,
0.000306368,0.000484467,0.000291824,,,,
0.000132322,0.00014019,0.000124693,,,,
0.000275373,0.00018549,0.000133038,,,,
0.000100613,9.92E-05,0.000100136,,,,
0.000338078,0.000264406,0.000178337,,,,
0.000203848,0.000389099,0.000257015,,,,
0.000326395,0.000197172,0.000199795,,,,
0.000338316,0.000539541,0.000309944,,,,
0.000145435,0.000297785,0.000232935,,,,
9.13E-05,0.000108719,0.000166178,,,,
0.000226736,0.000401258,0.00023222,,,,
0.000219345,0.000471115,0.000292301,,,,
0.000269175,0.000588655,0.000408888,,,,
0.000571489,0.001151085,0.00061512,,,,
0.000507355,0.000489235,0.00023365,,,,
0.00031805,0.000435591,0.000302315,,,,
0.000114202,0.000160694,0.000164032,,,,
0.000253201,0.000161886,0.000163078,,,,
0.000329494,0.000788927,0.000422478,,,,
0.000275373,0.000172138,0.000145197,,,,
0.000394344,0.000325918,0.000230074,,,,
0.000920534,0.001261711,0.000476122,,,,
0.000298023,0.000326633,0.000293732,,,,
0.000652075,0.000888348,0.000376225,,,,
0.000201225,0.000363827,0.000206947,,,,
0.000343323,0.000454664,0.000248432,,,,
0.000273466,0.000816345,0.000364065,,,,
0.001111507,0.001948833,0.000740528,,,,
0.001291275,0.002116442,0.000859499,,,,
0.000351667,0.000649214,0.000489235,,,,
0.00025034,0.00052166,0.000318527,,,,
0.000571012,0.000719309,0.000355721,,,,
0.000665903,0.001271963,0.000419617,,,,
0.000561237,0.000693321,0.000350952,,,,
0.001076937,0.001399994,0.000494003,,,,
0.000645399,0.000956297,0.000436783,,,,
0.000932217,0.002067566,0.000783682,,,,
0.000785589,0.00108695,0.000457764,,,,
0.000895739,0.001190424,0.00048399,,,,
0.000717163,0.000790834,0.000370741,,,,
0.002249956,0.002588034,0.001019478,,,,
0.000190496,0.000230789,0.000180483,,,,
0.001188278,0.002164125,0.000608921,,,,
0.001002789,0.001817226,0.000546694,,,,
0.000907898,0.001616478,0.000730753,,,,
0.001274347,0.001943588,0.000637054,,,,
0.000592232,0.000901937,0.000393867,,,,
0.002292871,0.000524998,0.000267982,,,,
0.000641108,0.000768185,0.000369787,,,,
0.000384092,0.000397921,0.000202179,,,,
0.001643419,0.004199028,0.001217842,,,,
0.000517845,0.000633717,0.00035429,,,,
0.000958681,0.001375675,0.000450134,,,,
0.001006365,0.001935959,0.000708342,,,,
0.000592709,0.00065279,0.000332832,,,,
0.00129056,0.002001047,0.000746965,,,,
0.00200963,0.004330397,0.001250982,,,,
0.001620054,0.002758265,0.000783443,,,,
0.000777245,0.001775265,0.000680208,,,,
0.003428459,0.005334139,0.00135994,,,,
0.001881123,0.003252029,0.000854969,,,,
0.000683069,0.001032829,0.000502586,,,,
0.002122641,0.006515026,0.001515627,,,,
0.001214981,0.003207684,0.000923872,,,,
0.001884937,0.006580353,0.001671076,,,,
0.00107193,0.003290653,0.001115561,,,,
0.001597881,0.002960443,0.000816584,,,,
0.000831842,0.001407146,0.000587702,,,,
0.000577688,0.001108408,0.000492811,,,,
0.000174284,0.000282764,0.000152826,,,,
0.001166105,0.001795053,0.000640869,,,,
0.000730276,0.001378298,0.000446081,,,,
0.001367092,0.002403498,0.000781298,,,,
0.001505136,0.004873991,0.000963926,,,,
0.001238346,0.004076481,0.001196861,,,,
0.000543833,0.000647306,0.000281811,,,,
0.001125574,0.002128601,0.000878096,,,,
0.00306201,0.005904913,0.001327753,,,,
0.019393682,0.003972769,0.0010252,,,,
0.000917673,0.001072645,0.000411987,,,,
0.001910686,0.0050385,0.001559496,,,,
0.000310659,0.000869036,0.000391006,,,,
0.001091957,0.002502918,0.001014709,,,,
0.004458666,0.011493444,0.002177,,,,
0.005892277,0.004268169,0.001046658,,,,
0.001159191,0.003144979,0.001042604,,,,
0.001884699,0.005328417,0.001182318,,,,
0.003747225,0.008731604,0.001620293,,,,
0.001157522,0.001841545,0.000696898,,,,
0.003368139,0.011758327,0.0022614,,,,
0.001078367,0.002165556,0.000675678,,,,
0.000909805,0.00122118,0.000471115,,,,
0.001135826,0.002979279,0.000972748,,,,
0.00170064,0.003255129,0.00106883,,,,
0.001044512,0.001314402,0.000527859,,,,
0.002652407,0.007743597,0.001704454,,,,
0.001516342,0.003489733,0.000996351,,,,
0.001783133,0.003882647,0.001084566,,,,
0.001080036,0.001750231,0.000552416,,,,
0.00242424,0.006479263,0.001384258,,,,
0.003738165,0.008298159,0.001516342,,,,
0.006471872,0.013602972,0.002066135,,,,
0.003940582,0.017642021,0.003336906,,,,
0.004249811,0.009654284,0.001794815,,,,
0.001022577,0.002419472,0.000642538,,,,
0.002515316,0.007362366,0.001829386,,,,
0.001717806,0.00533843,0.001233816,,,,
0.009717464,0.011372089,0.002123117,,,,
0.002387524,0.005535126,0.001377344,,,,
0.004883528,0.023180962,0.003873348,,,,
0.001794815,0.005158901,0.001433372,,,,
0.000209808,0.000531435,0.000380039,,,,
0.006504774,0.013977289,0.002255917,,,,
0.001707315,0.002744198,0.000752449,,,,
0.005912066,0.016575098,0.002873659,,,,
0.000753164,0.00086832,0.00039053,,,,
0.001099586,0.002992392,0.00077343,,,,
0.002643108,0.006253242,0.001425743,,,,
0.001327276,0.002231836,0.000687122,,,,
0.011497498,0.00962472,0.001636267,,,,
0.002002239,0.00285387,0.000697851,,,,
0.008465528,0.003693819,0.001024246,,,,
0.001639128,0.003146648,0.001062393,,,,
0.002571821,0.010817766,0.00236702,,,,
0.008693218,0.025239944,0.002917528,,,,
0.002480268,0.005126238,0.001251459,,,,
0.004491091,0.009157896,0.001557112,,,,
0.004315853,0.018087626,0.003130913,,,,
0.001796722,0.00252223,0.000696182,,,,
0.008555651,0.029343605,0.00357914,,,,
0.002040625,0.005528212,0.001448154,,,,
0.002351999,0.003625154,0.000843525,,,,
0.001815081,0.005184412,0.000996828,,,,
0.00334549,0.007746696,0.001620531,,,,
0.005083561,0.023591995,0.003528595,,,,
0.002726078,0.009073496,0.002011299,,,,
0.002561092,0.007264137,0.001527071,,,,
0.004427433,0.019746065,0.003538609,,,,
0.000873089,0.001118183,0.000369072,,,,
0.0020051,0.006142139,0.001215458,,,,
0.005263805,0.03620553,0.004355669,,,,
0.003646135,0.012862682,0.0020051,,,,
0.00818038,0.031410217,0.004283905,,,,
0.005692244,0.012975454,0.002385616,,,,
0.003872156,0.019358873,0.002858639,,,,
0.012727976,0.004138231,0.00100255,,,,
0.004652977,0.016335964,0.002445936,,,,
0.004811049,0.014674902,0.002078056,,,,
0.003936529,0.00805378,0.001610041,,,,
0.007717848,0.025588274,0.003339529,,,,
0.004879713,0.013369799,0.002124071,,,,
0.030235767,0.043699503,0.004170418,,,,
0.006690979,0.024376392,0.002897501,,,,
0.016118288,0.040232658,0.004374743,,,,
0.013685465,0.032413244,0.003694534,,,,
0.002842426,0.004097462,0.000853539,,,,
0.021145582,0.030283689,0.003569126,,,,
0.003720522,0.012691259,0.0023036,,,,
0.019829273,0.058499098,0.005256891,,,,
0.008266211,0.044159412,0.005516052,,,,
0.004123211,0.01146102,0.001952887,,,,
0.028764963,0.028672457,0.003596783,,,,
0.038033485,0.055956125,0.004724503,,,,
0.026082993,0.024856806,0.003031015,,,,
0.003053188,0.008613825,0.001425505,,,,
0.018054247,0.02684927,0.003117561,,,,
0.008518696,0.023331404,0.003548145,,,,
0.004755497,0.020026684,0.002408028,,,,
0.00826478,0.022036552,0.003102064,,,,
0.00442934,0.020958424,0.002521515,,,,
0.014776468,0.065523148,0.007673502,,,,
0.013518095,0.029870033,0.0031991,,,,
0.023831844,0.020277739,0.0033288,,,,
0.030306339,0.070650101,0.005954981,,,,
0.003774166,0.00963378,0.002025604,,,,
0.021899462,0.07169652,0.00759387,,,,
0.002091885,0.004451513,0.000909805,,,,
0.005964756,0.019993305,0.003281832,,,,
0.00416708,0.01917696,0.003109217,,,,
0.03626585,0.049993277,0.004288197,,,,
0.00424099,0.018811226,0.002933264,,,,
0.019588232,0.073098183,0.008154631,,,,
